time,V0,V1,V2,r0,r1,r2,mu_Ext_0,mu_Ext_1,mu_Ext_2,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,
1.2400,17.436,11.742,17.286,17.875,0.000,8.650,1822.176,1585.948,2097.692,277.106,0.000,-868.469,62.311,0.000,-867.014,385.918,0.000,-692.120,1234.847,782.088,1798.084,161.209,153.397,156.160,17.643,16.547,16.793,
1.2500,17.400,11.603,17.258,19.125,0.000,9.150,1824.474,1586.516,2099.015,328.575,0.000,-914.188,72.713,0.000,-914.573,414.504,0.000,-734.020,1228.987,742.264,1769.469,163.802,153.097,151.890,19.049,17.793,17.588,
1.2600,17.437,11.547,17.258,18.375,0.000,8.750,1829.342,1587.060,2099.086,293.705,0.000,-874.125,65.304,0.000,-874.823,397.926,0.000,-700.130,1252.072,778.473,1799.791,163.315,150.749,154.047,18.352,17.195,17.166,
1.2700,17.400,11.415,17.251,21.000,0.000,9.250,1827.108,1587.305,2094.385,337.655,0.000,-919.969,75.079,0.000,-923.486,451.960,0.000,-743.670,1239.607,737.640,1789.127,165.089,152.878,155.075,18.469,17.421,17.436,
1.2800,17.422,11.472,17.274,17.875,0.000,8.700,1825.082,1588.102,2101.444,271.881,0.000,-861.438,60.759,0.000,-868.785,386.363,0.000,-696.940,1229.119,778.639,1784.745,167.786,151.050,156.291,17.901,16.912,17.034,
1.2900,17.399,11.648,17.220,19.125,0.000,8.950,1823.015,1587.451,2104.101,302.119,0.000,-894.156,67.194,0.000,-893.021,413.039,0.000,-717.450,1225.958,760.661,1792.158,168.509,153.597,151.706,18.506,17.484,17.284,
1.3000,17.422,11.605,17.284,16.250,0.000,8.400,1825.158,1585.901,2097.268,263.271,0.000,-841.125,58.754,0.000,-838.292,352.046,0.000,-670.090,1258.617,808.856,1799.771,155.323,149.257,152.550,17.619,16.511,16.685,
1.3100,17.408,11.583,17.251,20.375,0.000,9.100,1826.153,1587.282,2099.921,328.094,0.000,-905.125,72.665,0.000,-911.465,438.851,0.000,-729.650,1232.880,744.564,1786.037,165.012,153.261,159.937,18.863,17.727,17.627,
1.3200,17.411,11.596,17.256,17.000,0.000,8.600,1821.059,1586.960,2100.344,277.985,0.000,-866.250,61.042,0.000,-862.333,367.085,0.000,-683.850,1241.539,787.888,1793.570,162.755,151.211,153.499,18.477,17.417,17.180,
1.3300,17.385,11.418,17.250,19.000,0.000,9.300,1826.525,1587.608,2097.162,311.038,0.000,-927.750,69.318,0.000,-932.681,406.600,0.000,-740.700,1221.530,726.784,1778.067,164.879,154.300,156.103,18.877,17.833,17.585,
1.3400,17.424,11.500,17.269,17.125,0.000,8.850,1826.360,1586.880,2101.159,268.668,0.000,-882.812,59.791,0.000,-884.233,370.568,0.000,-707.270,1216.243,763.529,1770.789,161.576,152.187,160.771,18.319,17.398,17.267,
1.3500,17.378,11.506,17.202,19.375,0.000,8.750,1820.542,1586.566,2099.995,311.517,0.000,-868.688,69.509,0.000,-875.042,420.619,0.000,-700.450,1248.308,777.469,1802.156,159.239,150.037,153.876,18.316,17.234,17.234,
1.3600,17.262,12.730,17.406,3.750,0.000,5.400,1585.559,1587.709,2096.006,60.525,0.000,-541.719,13.519,0.000,-538.128,80.231,0.000,-430.770,1124.919,1067.761,1772.352,132.952,129.957,135.987,14.824,14.514,14.332,
1.3700,17.381,14.880,17.551,2.750,0.000,4.350,1588.232,1585.536,2101.015,46.867,0.000,-432.469,10.522,0.000,-433.552,59.056,0.000,-346.430,1201.151,1162.115,1810.252,123.708,122.906,126.781,13.420,13.258,13.249,
1.3800,17.309,15.818,17.522,3.250,0.014,4.750,1587.083,1586.987,2101.046,64.953,1.381,-474.875,14.038,1.229,-474.264,69.593,2.639,-380.930,1172.708,1126.847,1788.703,133.883,125.313,130.506,13.737,13.483,13.518,
1.3900,17.233,16.151,17.527,2.875,0.139,5.150,1590.308,1586.433,2099.132,54.219,7.103,-518.969,12.209,6.882,-514.573,62.073,27.526,-411.820,1138.130,1091.185,1778.700,131.165,127.845,130.131,14.454,14.113,13.969,
1.4000,17.127,16.359,17.502,2.375,0.222,5.300,1580.076,1586.477,2100.657,49.708,12.801,-527.438,11.331,12.459,-528.455,51.300,42.896,-425.150,1116.571,1082.298,1771.796,123.397,130.294,136.809,14.227,14.020,13.956,
1.4100,16.914,16.416,17.496,1.250,0.347,5.200,1589.141,1586.594,2103.299,24.569,18.898,-526.500,5.533,18.957,-520.986,27.182,67.325,-415.990,1107.027,1090.402,1782.625,130.253,128.673,134.807,14.328,14.179,14.022,
1.4200,16.850,16.496,17.532,0.750,0.389,4.950,1586.587,1587.524,2099.610,18.844,20.794,-494.750,4.326,20.621,-496.545,16.193,74.965,-396.190,1130.370,1115.563,1793.532,130.534,127.021,130.286,13.924,13.847,13.800,
1.4300,16.726,16.463,17.534,0.750,0.375,5.150,1586.475,1587.428,2099.940,18.080,20.025,-517.344,3.806,19.581,-516.969,16.774,74.284,-408.820,1105.556,1093.415,1780.537,128.634,130.639,128.820,13.994,13.890,13.752,
1.4400,16.735,16.497,17.510,1.250,0.375,5.000,1584.810,1587.042,2100.668,32.682,20.076,-498.875,7.320,20.869,-498.663,26.473,74.311,-399.210,1141.315,1117.090,1805.145,121.480,129.692,127.177,14.326,14.091,14.082,
1.4500,16.816,16.547,17.647,1.250,0.486,5.600,1589.290,1587.143,2101.079,32.729,25.510,-558.875,7.543,25.887,-560.812,27.466,93.555,-448.550,1089.466,1060.730,1776.513,135.091,130.121,132.160,14.558,14.460,14.290,
1.4600,16.778,16.443,17.504,1.125,0.222,4.950,1587.025,1586.763,2101.822,27.735,13.179,-500.188,6.280,12.764,-495.233,24.489,43.166,-394.650,1127.791,1110.644,1775.036,128.081,126.736,130.887,13.798,13.642,13.540,
1.4700,16.903,16.629,17.581,0.750,0.500,5.000,1585.105,1586.249,2099.375,20.978,26.734,-494.688,4.655,26.886,-499.580,16.186,96.512,-398.640,1135.188,1115.202,1802.647,130.511,128.041,125.858,13.781,13.680,13.746,
1.4800,16.853,16.548,17.565,1.375,0.333,5.000,1588.392,1585.905,2101.111,42.783,16.836,-498.906,9.382,16.710,-500.990,29.902,64.867,-401.250,1145.381,1111.274,1795.758,132.099,128.458,130.101,14.119,13.888,13.817,
1.4900,16.919,16.452,17.503,1.625,0.333,5.300,1591.539,1586.211,2098.700,49.350,17.294,-531.750,10.829,17.120,-529.153,34.756,63.605,-427.830,1132.443,1087.205,1776.379,137.013,131.022,131.581,14.461,14.098,14.057,
1.5000,16.909,16.502,17.538,1.375,0.417,5.400,1588.038,1587.883,2100.432,44.615,21.860,-544.750,10.094,22.457,-541.021,29.565,81.621,-430.830,1106.067,1079.014,1780.288,130.177,129.198,132.887,14.645,14.338,14.141,
1.5100,16.963,16.457,17.584,2.500,0.403,5.550,1587.834,1585.627,2098.779,80.653,22.499,-555.344,17.943,23.334,-554.913,53.973,77.841,-442.370,1139.230,1072.215,1788.574,140.398,132.933,131.814,14.900,14.364,14.296,
1.5200,17.100,16.349,17.526,3.500,0.194,5.100,1583.002,1585.461,2097.987,118.247,10.409,-509.000,26.058,10.523,-509.031,75.276,37.638,-411.030,1200.267,1113.084,1800.620,132.655,125.312,126.104,14.639,13.845,13.917,
1.5300,17.403,16.259,17.529,12.750,0.111,6.900,1580.876,1586.807,2098.521,413.739,5.885,-684.031,92.898,6.087,-689.760,275.029,21.195,-557.020,1243.936,979.820,1785.514,156.611,140.199,143.432,17.630,15.727,15.565,
1.5400,16.831,6.306,16.624,87.375,0.000,27.750,1588.542,1585.342,2097.263,2641.457,0.000,-2786.281,585.669,0.000,-2772.351,1886.591,0.000,-2220.010,1515.295,-585.455,1815.037,229.186,217.574,198.593,45.637,43.376,35.719,
1.5500,17.196,8.535,17.206,3.500,0.000,4.600,1587.995,1586.578,2103.749,56.979,0.000,-455.250,12.769,0.000,-460.931,76.329,0.000,-369.190,1191.699,1138.937,1811.313,122.863,125.092,130.002,13.855,13.615,13.615,
1.5600,17.306,12.572,17.505,3.875,0.000,4.800,1588.293,1587.163,2100.710,66.082,0.000,-477.281,14.726,0.000,-480.073,83.484,0.000,-385.830,1175.642,1121.471,1793.356,121.966,126.126,130.396,13.814,13.591,13.614,
1.5700,17.356,14.621,17.591,4.750,0.000,5.050,1584.869,1586.072,2098.085,95.407,0.000,-504.250,21.193,0.000,-504.833,103.059,0.000,-405.120,1167.782,1100.575,1790.644,140.646,127.955,130.246,14.301,13.924,13.890,
1.5800,17.304,15.512,17.600,4.125,0.000,5.150,1587.495,1587.716,2100.244,76.005,0.000,-517.062,16.866,0.000,-516.701,89.120,0.000,-410.910,1158.271,1090.533,1791.346,129.692,129.396,128.004,14.358,14.062,13.946,
1.5900,17.248,16.102,17.591,3.250,0.125,4.900,1585.856,1586.964,2099.622,67.489,6.627,-494.625,15.069,6.705,-489.670,70.585,24.509,-387.550,1157.155,1116.722,1796.002,130.418,126.073,125.831,13.985,13.626,13.600,
1.6000,17.138,16.287,17.555,2.250,0.194,5.100,1585.096,1585.998,2100.893,46.593,10.294,-510.344,10.528,10.661,-509.969,48.256,37.557,-405.550,1138.318,1098.677,1788.169,133.022,128.002,130.758,14.012,13.838,13.792,
1.6100,17.061,16.428,17.573,1.500,0.319,5.050,1582.050,1585.144,2098.998,33.002,18.040,-498.906,7.225,18.027,-503.247,32.387,62.606,-403.700,1133.314,1107.194,1791.262,128.183,126.482,130.825,14.023,13.896,13.854,
1.6200,16.975,16.535,17.606,0.875,0.431,5.450,1589.288,1586.140,2099.446,23.302,22.513,-542.375,5.053,23.235,-543.639,18.623,83.734,-433.720,1093.964,1071.114,1769.426,129.667,131.095,130.973,14.422,14.308,14.118,
1.6300,16.930,16.574,17.547,0.625,0.389,4.650,1588.381,1586.036,2097.371,16.294,21.929,-467.281,3.506,21.785,-464.917,13.203,75.290,-374.590,1158.613,1145.082,1806.629,124.714,126.095,126.475,13.687,13.638,13.667,
1.6400,16.888,16.552,17.548,1.250,0.375,5.350,1585.073,1586.012,2095.792,33.094,20.391,-531.875,7.285,21.009,-535.056,27.054,72.893,-427.890,1105.017,1079.958,1769.976,134.610,129.045,138.921,14.361,14.160,14.017,
1.6500,16.861,16.489,17.515,1.375,0.389,5.100,1584.935,1586.759,2099.151,34.456,21.039,-505.750,7.425,20.547,-509.955,30.422,74.682,-405.590,1136.844,1104.603,1798.267,127.262,128.162,129.066,14.260,14.101,14.016,
1.6600,16.880,16.524,17.578,1.125,0.444,5.300,1583.496,1587.005,2101.182,30.874,23.529,-529.625,6.720,23.433,-531.205,24.071,85.671,-423.770,1108.870,1086.487,1788.692,130.511,130.490,133.153,14.279,14.123,14.045,
1.6700,16.788,16.524,17.570,0.750,0.403,5.050,1586.355,1587.230,2098.990,23.652,21.524,-508.375,5.063,21.810,-504.312,15.930,78.718,-403.200,1118.875,1108.260,1786.706,130.897,127.134,131.264,14.396,14.251,14.108,
1.6800,16.835,16.566,17.588,0.750,0.514,5.250,1588.570,1584.827,2101.176,23.883,26.720,-523.000,5.319,26.902,-525.757,16.051,99.205,-421.920,1119.994,1092.426,1796.659,131.157,129.672,132.629,14.565,14.446,14.299,
1.6900,16.697,16.428,17.550,0.500,0.403,5.300,1586.281,1588.129,2099.714,15.135,21.928,-534.375,3.302,21.503,-531.250,10.773,79.279,-423.660,1090.193,1082.858,1770.905,127.741,131.307,134.675,14.540,14.436,14.202,
1.7000,16.816,16.581,17.564,0.875,0.444,5.050,1587.389,1585.426,2097.827,22.491,23.406,-503.125,4.947,23.685,-504.986,18.562,86.906,-406.160,1129.109,1107.992,1793.531,127.827,127.352,132.790,14.148,14.015,13.938,
1.7100,16.762,16.558,17.521,0.375,0.319,4.650,1581.796,1586.519,2102.248,14.358,17.438,-470.250,3.043,17.018,-465.993,7.951,62.795,-373.420,1142.371,1139.515,1794.634,124.579,121.995,130.779,14.064,13.900,13.737,
1.7200,16.901,16.716,17.551,0.875,0.375,5.050,1586.021,1587.130,2099.067,29.683,20.816,-500.594,6.603,20.378,-505.108,18.731,72.103,-404.380,1132.246,1107.741,1783.605,130.517,128.320,129.861,14.213,14.088,13.948,
1.7300,16.985,16.570,17.546,2.000,0.389,5.500,1592.339,1588.354,2102.709,66.583,22.704,-549.719,14.920,22.509,-547.920,44.341,75.654,-440.470,1136.076,1080.190,1788.558,139.637,130.896,133.039,14.668,14.227,14.205,
1.7400,16.971,16.498,17.536,2.250,0.306,5.250,1583.736,1586.688,2102.447,75.366,16.116,-526.531,16.319,15.977,-526.135,47.675,59.825,-422.140,1145.410,1092.261,1785.506,135.634,132.029,133.731,14.549,14.071,14.021,
1.7500,17.167,16.397,17.550,3.875,0.208,5.400,1585.304,1585.163,2100.356,132.864,11.743,-535.688,29.557,11.912,-537.587,85.145,40.615,-433.200,1188.338,1088.257,1792.909,135.553,129.623,130.820,15.478,14.674,14.528,
1.7600,17.079,10.776,17.004,109.500,0.056,33.700,1589.479,1586.209,2101.842,3454.524,3.367,-3375.781,768.289,3.371,-3371.958,2366.246,10.948,-2692.990,1681.665,-1011.777,1791.488,234.988,227.766,195.774,50.510,47.651,38.584,
1.7700,16.710,4.282,16.814,1.875,0.000,3.800,1588.117,1586.077,2100.523,21.733,0.000,-384.812,5.038,0.000,-378.365,40.898,0.000,-303.080,1223.232,1212.352,1835.027,122.606,118.601,120.085,13.074,12.966,12.987,
1.7800,17.239,10.726,17.431,2.625,0.000,4.400,1583.508,1586.449,2096.953,49.507,0.000,-438.656,10.819,0.000,-440.035,56.153,0.000,-353.510,1196.518,1157.689,1803.356,123.639,123.210,121.621,13.480,13.288,13.318,
1.7900,17.336,13.813,17.539,3.375,0.000,4.900,1586.516,1585.569,2100.348,55.553,0.000,-490.938,12.488,0.000,-489.997,73.251,0.000,-393.050,1147.687,1107.298,1775.642,129.602,127.406,130.679,13.861,13.675,13.632,
1.8000,17.346,15.215,17.575,3.875,0.000,4.950,1588.362,1584.232,2099.557,74.520,0.000,-494.688,16.097,0.000,-495.976,83.632,0.000,-397.450,1169.866,1104.809,1789.060,129.344,126.890,126.036,14.192,13.907,13.818,
1.8100,17.283,15.887,17.568,3.500,0.056,4.800,1591.215,1585.497,2101.540,64.702,2.761,-477.281,14.204,2.774,-480.816,75.917,10.895,-383.590,1179.221,1121.104,1801.495,130.338,126.069,129.084,13.754,13.615,13.640,
1.8200,17.289,16.237,17.566,3.500,0.153,5.450,1590.235,1587.507,2100.374,73.479,8.409,-546.375,16.365,8.088,-546.927,75.667,30.017,-439.240,1123.330,1064.561,1765.260,131.633,131.310,138.364,14.843,14.595,14.361,
1.8300,17.163,16.231,17.528,3.250,0.181,5.200,1586.816,1587.199,2101.263,74.573,8.999,-515.250,16.741,9.118,-521.753,70.085,34.776,-416.890,1158.308,1091.999,1793.244,130.979,129.429,138.138,14.572,14.306,14.165,
1.8400,17.090,16.407,17.541,1.250,0.389,5.200,1587.985,1585.439,2097.423,29.518,21.732,-523.625,6.440,21.252,-520.288,26.818,75.323,-414.640,1118.428,1093.445,1787.225,130.404,129.192,131.907,14.286,14.093,13.974,
1.8500,16.992,16.502,17.567,0.875,0.319,4.950,1587.341,1586.571,2101.233,21.482,17.002,-490.750,4.698,17.084,-495.875,18.873,61.223,-395.390,1135.215,1112.144,1785.142,129.299,127.304,128.557,13.683,13.629,13.620,
1.8600,16.905,16.543,17.507,0.625,0.375,5.100,1585.178,1586.382,2099.886,15.508,20.453,-514.938,3.533,20.896,-508.406,13.621,73.244,-410.380,1106.178,1102.308,1776.068,126.829,128.880,133.079,14.094,13.960,13.874,
1.8700,16.739,16.491,17.491,0.500,0.444,5.000,1585.256,1585.415,2098.327,13.617,23.970,-495.000,2.839,23.900,-498.924,10.523,86.177,-398.660,1125.642,1112.560,1793.404,120.358,125.819,136.564,14.254,14.244,13.984,
1.8800,16.929,16.689,17.585,1.000,0.375,5.150,1588.490,1587.625,2100.746,24.868,19.891,-515.562,5.596,19.672,-513.476,21.951,72.967,-413.610,1117.927,1098.487,1779.395,129.464,128.820,130.501,14.161,13.990,13.949,
1.8900,16.912,16.601,17.549,1.250,0.347,4.850,1587.204,1585.166,2102.568,38.221,18.113,-486.219,8.559,18.350,-484.670,26.764,67.783,-385.250,1155.883,1126.556,1807.464,124.802,126.734,127.435,13.830,13.639,13.620,
1.9000,16.766,16.455,17.527,1.250,0.403,5.450,1585.702,1585.403,2103.996,36.012,21.925,-548.406,7.832,21.558,-545.622,26.656,77.773,-435.130,1091.469,1069.190,1775.077,138.170,131.809,133.513,14.683,14.528,14.291,
1.9100,16.792,16.429,17.534,2.000,0.403,5.500,1588.320,1586.398,2096.665,60.314,22.930,-554.219,13.561,23.084,-549.965,42.316,78.172,-441.100,1124.552,1075.878,1785.462,132.557,131.484,132.691,14.830,14.429,14.320,
1.9200,16.845,16.466,17.530,0.375,0.361,4.800,1585.637,1586.028,2101.535,11.857,19.724,-483.531,2.447,20.225,-479.719,8.363,70.652,-384.000,1133.379,1128.340,1794.147,126.488,125.859,130.271,13.949,13.886,13.727,
1.9300,16.776,16.519,17.563,0.875,0.458,5.100,1582.877,1586.344,2100.088,26.606,24.273,-511.406,6.124,24.334,-509.913,19.487,90.092,-409.010,1118.018,1103.464,1788.528,126.052,127.732,131.095,14.056,13.868,13.806,
1.9400,16.850,16.581,17.544,1.000,0.375,5.250,1585.106,1586.054,2094.764,29.653,19.644,-524.750,6.646,19.601,-524.778,21.634,73.082,-421.530,1112.656,1090.233,1778.669,132.027,130.651,129.370,14.258,14.088,13.989,
1.9500,16.777,16.560,17.494,0.500,0.347,5.200,1589.417,1586.645,2104.621,15.985,17.310,-523.719,3.718,16.799,-520.979,10.955,66.528,-417.840,1099.641,1087.205,1766.316,129.254,128.554,132.522,14.272,14.128,13.902,
1.9600,16.830,16.595,17.572,1.750,0.472,5.200,1586.047,1585.647,2097.799,57.352,25.347,-523.156,13.003,24.947,-520.257,37.368,91.449,-413.830,1142.484,1102.150,1809.215,134.128,127.619,132.430,14.391,13.986,13.973,
1.9700,16.822,16.473,17.558,1.125,0.403,5.100,1579.618,1586.308,2098.154,38.940,21.326,-507.812,8.705,21.522,-508.705,24.455,78.685,-409.460,1133.566,1108.324,1793.805,130.903,128.422,130.070,14.278,13.987,13.932,
1.9800,16.904,16.439,17.592,1.750,0.403,5.450,1585.265,1586.910,2102.730,64.392,19.806,-546.281,13.817,20.147,-545.618,37.557,78.489,-431.890,1122.094,1074.637,1785.043,136.738,131.745,136.117,14.859,14.395,14.181,
1.9900,16.928,16.389,17.531,1.625,0.306,5.150,1590.997,1586.667,2099.835,57.190,15.809,-516.969,12.855,15.918,-516.910,34.594,59.299,-414.240,1139.913,1097.780,1778.300,137.466,129.414,129.376,14.503,14.124,14.006,
2.0000,17.070,16.315,17.550,4.500,0.347,6.050,1589.134,1586.927,2101.242,157.634,18.555,-604.781,35.401,18.431,-603.872,96.842,66.366,-481.730,1164.855,1037.460,1783.787,141.155,134.697,140.024,15.906,14.876,14.737,
2.0100,17.226,15.901,17.435,8.250,0.139,6.300,1581.219,1585.355,2099.242,281.319,7.335,-634.781,62.779,7.751,-632.063,178.679,26.750,-504.860,1217.370,1020.163,1788.654,160.091,137.733,142.131,16.765,15.023,14.963,
2.0200,16.687,5.682,16.608,105.250,0.014,32.100,1584.838,1585.105,2101.943,3326.479,0.829,-3200.500,738.198,0.766,-3207.483,2272.388,2.693,-2570.770,1736.338,-877.734,1823.332,232.997,224.187,194.020,53.817,53.696,41.380,
2.0300,17.039,7.103,17.147,0.875,0.000,3.850,1582.296,1587.796,2098.703,9.806,0.000,-383.812,2.205,0.000,-385.420,18.799,0.000,-306.140,1208.008,1204.509,1810.559,117.196,119.718,126.986,12.701,12.658,12.704,
2.0400,17.288,12.116,17.504,3.125,0.000,4.450,1584.563,1584.816,2097.945,47.239,0.000,-450.250,10.509,0.000,-446.351,67.554,0.000,-354.780,1178.347,1148.281,1807.371,121.397,122.925,121.822,13.361,13.191,13.275,
2.0500,17.313,14.502,17.640,3.125,0.000,4.800,1587.227,1586.380,2103.527,52.471,0.000,-487.875,11.858,0.000,-480.549,68.013,0.000,-380.760,1152.347,1117.784,1790.786,133.174,125.965,127.249,13.946,13.686,13.578,
2.0600,17.259,15.635,17.575,2.750,0.014,5.000,1587.001,1586.249,2096.085,48.157,0.669,-498.625,10.847,0.629,-501.417,59.751,2.619,-399.800,1140.164,1096.978,1762.799,127.852,129.173,129.628,14.060,13.897,13.754,
2.0700,17.258,16.196,17.581,3.125,0.194,4.900,1584.191,1586.579,2100.579,61.540,10.447,-491.062,14.146,10.605,-488.240,67.189,37.051,-393.330,1161.700,1121.742,1805.610,130.700,127.054,131.688,13.963,13.653,13.709,
2.0800,17.038,16.304,17.509,1.500,0.236,5.150,1584.667,1587.382,2102.337,30.678,12.466,-508.031,6.945,12.411,-512.851,31.819,45.859,-409.890,1123.043,1095.023,1775.195,123.288,131.017,133.690,14.139,14.001,13.868,
2.0900,16.975,16.470,17.576,1.500,0.403,5.050,1586.766,1587.952,2098.375,30.899,20.107,-505.438,7.143,20.545,-506.271,31.954,78.590,-401.030,1129.100,1106.919,1798.636,130.288,128.296,130.159,14.253,14.091,13.958,
2.1000,16.862,16.483,17.512,1.375,0.347,5.050,1591.191,1587.785,2098.285,31.985,18.274,-509.750,7.237,17.936,-504.420,30.159,68.067,-404.210,1128.738,1108.613,1792.227,127.382,128.469,128.355,14.240,13.936,13.868,
2.1100,16.914,16.582,17.602,0.750,0.417,5.350,1588.260,1586.638,2094.953,17.192,21.855,-535.844,3.845,21.553,-535.601,16.227,80.143,-426.030,1095.922,1077.760,1770.301,136.846,130.104,132.712,14.228,14.124,13.990,
2.1200,16.738,16.539,17.546,0.625,0.431,5.000,1581.130,1589.716,2102.521,14.688,21.867,-502.750,3.352,22.325,-498.802,13.601,83.531,-399.570,1115.472,1116.515,1800.988,127.169,127.408,132.199,13.866,13.770,13.809,
2.1300,16.708,16.536,17.575,0.750,0.472,5.200,1589.562,1586.555,2102.926,18.743,23.853,-518.312,4.241,24.092,-518.795,16.153,91.361,-417.870,1110.897,1094.480,1785.861,131.655,129.637,133.221,14.218,14.185,14.077,
2.1400,16.716,16.519,17.554,0.500,0.389,5.050,1586.955,1587.106,2100.085,13.483,21.486,-503.438,2.989,21.504,-507.149,10.935,75.397,-402.650,1121.371,1105.896,1790.308,124.137,131.289,132.789,13.880,13.908,13.827,
2.1500,16.752,16.610,17.574,0.125,0.486,5.050,1584.030,1588.664,2097.088,4.071,26.587,-508.281,0.862,26.680,-505.264,2.700,93.251,-405.640,1106.497,1111.129,1787.089,128.994,127.231,129.775,14.184,14.116,13.988,
2.1600,16.654,16.580,17.556,0.500,0.486,5.100,1584.264,1584.856,2100.162,15.926,25.079,-516.969,3.534,24.676,-509.347,10.975,94.000,-410.670,1109.012,1104.417,1796.554,129.575,128.659,130.526,14.243,14.054,14.034,
2.1700,16.688,16.605,17.587,0.375,0.486,5.350,1581.753,1585.679,2098.878,11.958,26.970,-536.812,2.716,26.523,-534.510,8.161,94.419,-426.360,1084.021,1080.499,1775.834,130.810,130.358,134.286,14.486,14.356,14.181,
2.1800,16.639,16.571,17.562,0.125,0.417,4.800,1588.099,1587.155,2098.693,3.733,22.151,-476.812,0.898,22.282,-478.066,2.875,81.769,-383.450,1137.145,1132.540,1800.482,124.635,125.825,130.908,13.687,13.693,13.681,
2.1900,16.744,16.638,17.604,0.500,0.458,5.250,1588.638,1587.432,2106.866,16.545,22.689,-521.906,3.730,23.096,-525.344,10.719,89.816,-419.040,1105.862,1088.451,1787.503,129.782,129.441,132.306,14.162,14.089,14.027,
2.2000,16.755,16.605,17.493,0.750,0.375,4.950,1585.261,1585.916,2100.038,22.686,19.974,-498.594,5.179,19.729,-494.681,16.153,72.880,-397.630,1123.225,1113.610,1782.011,127.747,127.569,130.275,14.141,13.962,13.855,
2.2100,16.801,16.580,17.542,1.000,0.403,5.150,1588.038,1587.269,2097.594,32.707,21.557,-517.000,7.693,21.733,-516.799,21.620,78.199,-411.360,1127.109,1099.993,1784.939,131.038,127.721,133.191,14.212,14.056,13.922,
2.2200,16.882,16.547,17.550,1.250,0.347,5.200,1587.067,1585.870,2099.696,43.542,18.604,-519.469,9.417,18.601,-521.062,27.331,67.459,-413.850,1129.998,1094.792,1790.134,132.737,129.727,134.403,14.488,14.172,14.085,
2.2300,16.882,16.450,17.525,1.250,0.361,5.000,1584.286,1588.845,2102.175,43.485,19.225,-496.375,9.515,19.635,-499.847,26.953,71.739,-399.410,1153.637,1117.640,1798.817,126.262,127.035,126.848,14.213,13.948,13.828,
2.2400,16.966,16.617,17.598,1.375,0.389,5.200,1582.876,1587.111,2100.638,46.974,20.609,-520.375,10.588,20.567,-518.566,30.098,75.317,-414.630,1124.158,1099.159,1789.796,137.829,128.280,130.785,14.376,14.043,13.976,
2.2500,17.072,16.494,17.525,3.375,0.250,5.550,1590.309,1587.427,2098.506,123.347,11.887,-548.750,26.823,12.178,-554.858,72.596,48.310,-444.060,1181.097,1073.075,1781.063,139.412,130.953,134.820,15.311,14.518,14.394,
2.2600,17.410,15.963,17.481,48.750,0.153,12.200,1585.677,1585.980,2100.556,1725.013,8.939,-1217.219,382.513,8.346,-1218.340,1055.997,30.071,-977.750,1352.781,592.755,1739.945,207.065,167.399,172.168,26.750,25.219,21.437,
2.2700,16.602,2.493,16.464,63.875,0.000,25.900,1585.379,1589.199,2100.699,1940.383,0.000,-2589.000,432.151,0.000,-2591.392,1377.587,0.000,-2067.010,1687.615,-403.985,1879.747,240.325,216.423,189.381,68.065,70.157,52.887,
2.2800,17.409,9.208,17.353,1.875,0.000,4.200,1586.605,1586.445,2098.600,29.020,0.000,-418.469,6.459,0.000,-419.955,39.845,0.000,-337.370,1195.564,1172.550,1798.389,120.557,121.363,121.515,13.141,13.036,13.051,
2.2900,17.507,13.099,17.613,4.000,0.000,4.750,1586.224,1586.060,2100.677,65.764,0.000,-472.344,14.634,0.000,-476.271,85.752,0.000,-381.840,1179.637,1124.496,1804.913,125.398,126.158,129.350,13.975,13.743,13.759,
2.3000,17.256,14.722,17.517,3.250,0.000,4.850,1588.408,1586.901,2100.028,55.802,0.000,-485.969,12.011,0.000,-484.875,70.038,0.000,-385.910,1159.043,1114.203,1785.735,126.693,126.137,130.513,14.256,14.069,13.838,
2.3100,17.375,15.814,17.565,3.375,0.000,5.100,1588.055,1586.499,2098.897,62.077,0.000,-507.375,13.687,0.000,-510.014,73.683,0.000,-405.720,1145.571,1090.753,1769.851,130.254,128.205,131.017,14.300,14.058,13.834,
2.3200,17.265,16.258,17.525,1.875,0.194,4.750,1586.840,1587.180,2098.879,36.095,9.466,-474.812,7.925,9.238,-474.340,40.615,37.719,-384.580,1153.990,1129.194,1788.988,124.824,124.864,131.241,13.717,13.633,13.604,
2.3300,17.161,16.506,17.594,1.750,0.375,5.400,1585.408,1587.029,2102.749,38.631,18.972,-541.750,8.501,19.528,-535.608,37.078,72.806,-431.730,1104.552,1080.021,1783.818,133.326,132.806,131.492,14.541,14.276,14.218,
2.3400,16.958,16.424,17.547,2.375,0.306,5.150,1589.014,1587.307,2096.722,57.737,15.359,-512.938,12.737,15.365,-516.087,52.137,59.663,-414.730,1149.481,1099.561,1794.521,134.242,128.952,133.072,14.295,14.042,14.039,
2.3500,16.991,16.470,17.500,1.125,0.306,4.850,1586.231,1586.582,2101.640,29.785,16.716,-481.125,6.434,16.929,-485.997,24.530,59.373,-387.340,1147.446,1122.442,1792.445,127.493,126.283,130.035,13.628,13.513,13.504,
