time,V0,V1,V2,r0,r1,r2,mu_Ext_0,mu_Ext_1,mu_Ext_2,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,
2.3600,17.007,16.583,17.579,1.000,0.347,5.100,1589.627,1586.882,2102.221,24.414,18.113,-514.312,5.578,17.665,-510.042,21.559,66.643,-407.970,1119.590,1099.325,1779.740,129.259,128.950,128.088,14.242,14.080,13.918,
2.3700,16.928,16.543,17.534,1.750,0.306,5.050,1584.270,1586.133,2099.924,46.347,15.025,-501.906,10.038,15.470,-505.910,38.056,59.933,-402.370,1142.413,1106.173,1796.604,124.702,129.295,130.528,14.124,13.954,13.888,
2.3800,16.741,16.403,17.506,0.500,0.556,5.400,1585.889,1587.234,2098.015,12.890,29.264,-547.500,2.916,29.265,-539.569,10.847,108.122,-431.110,1082.417,1079.549,1786.258,132.277,131.808,134.213,14.486,14.357,14.262,
2.3900,16.759,16.518,17.545,0.875,0.292,4.950,1589.353,1586.828,2099.127,24.947,15.776,-494.531,5.349,15.900,-492.507,18.988,56.666,-393.370,1134.365,1116.357,1783.247,130.582,128.390,130.477,14.069,13.941,13.764,
2.4000,16.840,16.610,17.523,1.125,0.361,5.250,1582.726,1586.117,2102.977,32.490,19.374,-522.125,6.981,18.586,-525.229,24.921,69.903,-420.420,1111.770,1085.118,1771.637,134.153,129.648,131.583,14.448,14.293,14.068,
2.4100,16.846,16.546,17.557,1.375,0.347,5.050,1584.688,1587.266,2097.688,39.230,18.208,-505.562,8.456,18.142,-504.469,29.322,67.973,-408.920,1138.588,1111.623,1795.708,133.828,127.537,131.441,14.155,13.919,13.951,
2.4200,16.921,16.537,17.588,1.625,0.444,5.100,1590.301,1587.410,2099.382,49.524,23.696,-505.281,11.213,23.466,-511.378,35.559,85.786,-406.100,1151.361,1108.200,1806.649,132.436,127.013,129.552,14.229,14.020,13.971,
2.4300,16.938,16.397,17.505,2.375,0.250,5.550,1585.778,1585.943,2098.595,68.932,11.973,-556.219,15.211,11.969,-555.535,51.091,48.904,-446.660,1115.518,1058.964,1755.439,134.442,131.092,137.047,14.986,14.564,14.312,
2.4400,17.034,16.382,17.473,2.500,0.292,5.100,1589.341,1585.711,2097.216,78.378,14.471,-505.656,17.803,14.176,-510.639,54.243,56.633,-407.580,1175.662,1106.695,1799.263,135.520,128.242,130.600,14.403,14.034,13.991,
2.4500,17.239,16.296,17.552,4.625,0.278,5.950,1592.775,1588.098,2097.059,144.555,14.364,-591.375,32.729,14.170,-594.958,100.049,53.170,-475.120,1160.309,1040.867,1779.112,141.745,135.459,138.313,15.507,14.661,14.584,
2.4600,17.308,15.329,17.360,37.250,0.097,12.550,1585.529,1586.470,2096.739,1194.914,5.359,-1260.562,265.707,5.338,-1252.514,804.667,18.637,-1003.520,1333.045,563.079,1778.904,201.322,170.438,171.442,24.999,21.659,20.383,
2.4700,17.006,7.086,16.677,46.875,0.000,17.850,1586.489,1586.943,2095.642,1353.650,0.000,-1785.469,301.569,0.000,-1784.309,1010.900,0.000,-1439.710,1345.139,145.823,1801.637,223.643,196.524,189.184,30.639,27.203,24.681,
2.4800,17.304,10.299,17.230,8.000,0.000,5.650,1591.258,1587.918,2094.903,200.141,0.000,-566.375,44.156,0.000,-565.319,173.536,0.000,-450.380,1225.482,1066.901,1815.541,138.905,133.030,134.801,15.781,14.698,14.674,
2.4900,17.397,13.072,17.500,6.750,0.000,5.700,1583.770,1586.839,2098.652,146.882,0.000,-573.000,31.998,0.000,-566.243,145.456,0.000,-459.240,1158.862,1052.870,1787.237,141.625,132.557,136.451,15.518,14.740,14.713,
2.5000,17.297,14.623,17.496,4.250,0.000,5.050,1581.266,1586.093,2099.106,94.696,0.000,-496.406,21.084,0.000,-503.972,92.887,0.000,-407.280,1177.690,1102.712,1785.125,133.117,127.931,132.864,14.460,14.035,13.980,
2.5100,17.325,15.598,17.481,3.625,0.000,4.950,1581.551,1587.523,2099.113,77.863,0.000,-487.688,17.227,0.000,-494.778,77.679,0.000,-394.580,1172.998,1110.277,1783.272,130.107,126.813,131.252,13.967,13.674,13.651,
2.5200,17.337,16.002,17.573,4.250,0.097,5.400,1589.132,1587.056,2100.034,89.429,4.868,-541.125,19.871,5.120,-538.097,93.656,19.150,-427.310,1143.374,1073.603,1783.775,137.254,128.730,132.256,14.627,14.149,14.114,
2.5300,17.204,16.274,17.564,2.500,0.250,5.200,1586.820,1587.243,2098.037,50.929,13.257,-522.062,11.010,13.140,-521.319,54.196,49.140,-417.590,1131.400,1090.798,1784.674,131.428,126.947,131.402,14.500,14.272,14.119,
2.5400,17.148,16.341,17.598,3.125,0.278,5.450,1585.733,1586.389,2100.859,74.727,14.412,-539.844,16.134,14.168,-546.951,67.723,54.040,-434.150,1131.742,1068.726,1788.040,134.378,128.996,131.420,14.841,14.447,14.277,
2.5500,16.983,16.327,17.530,1.500,0.250,4.800,1583.451,1587.437,2102.117,34.110,13.057,-485.469,7.551,12.841,-480.413,32.143,48.742,-387.660,1149.295,1128.578,1798.089,126.501,125.233,129.428,13.887,13.686,13.686,
2.5600,16.943,16.522,17.572,0.375,0.417,5.050,1586.706,1586.541,2099.932,9.006,21.253,-503.906,2.149,20.667,-506.788,7.978,80.858,-402.480,1111.626,1101.097,1782.461,124.174,128.221,130.422,13.852,13.803,13.731,
2.5700,16.807,16.551,17.560,0.625,0.444,4.900,1584.617,1588.934,2098.125,14.867,22.074,-491.781,3.174,22.151,-488.278,13.372,87.075,-393.080,1129.530,1125.877,1803.804,127.778,127.512,130.998,13.979,13.835,13.836,
2.5800,16.677,16.500,17.526,0.500,0.444,5.350,1584.943,1586.357,2098.814,14.811,25.065,-540.219,3.424,24.598,-533.392,10.611,86.522,-428.430,1085.775,1082.121,1772.275,128.407,128.805,131.162,14.488,14.286,14.169,
2.5900,16.686,16.608,17.538,0.500,0.347,4.800,1584.914,1587.114,2102.471,15.683,17.499,-484.312,3.387,17.794,-481.059,10.759,67.230,-386.850,1131.517,1126.159,1790.202,120.999,125.811,131.472,13.977,13.806,13.715,
2.6000,16.695,16.624,17.546,0.375,0.472,5.150,1585.717,1587.627,2100.810,10.496,21.665,-518.312,2.394,22.492,-514.295,8.188,92.246,-411.440,1097.374,1099.003,1792.571,131.545,128.477,133.642,14.120,14.013,13.963,
2.6100,16.710,16.586,17.563,0.500,0.403,5.300,1589.604,1587.119,2100.041,14.248,20.508,-524.969,3.022,20.596,-529.934,10.483,78.010,-424.660,1104.647,1081.776,1766.797,132.061,127.532,134.355,14.265,14.160,14.030,
2.6200,16.870,16.587,17.571,1.625,0.444,5.100,1588.474,1587.021,2097.209,47.325,21.854,-510.906,10.707,21.962,-510.733,35.039,86.022,-406.490,1144.856,1107.999,1808.918,135.674,128.694,130.043,14.469,14.233,14.149,
2.6300,16.886,16.542,17.550,1.125,0.319,4.850,1586.215,1588.506,2102.336,38.583,15.141,-485.594,8.285,15.161,-484.566,24.239,61.999,-388.270,1149.399,1124.870,1790.996,133.425,126.046,129.612,13.900,13.679,13.645,
2.6400,16.769,16.494,17.515,0.750,0.458,5.200,1583.008,1586.382,2099.370,24.757,25.209,-523.344,5.506,24.952,-520.569,16.058,88.958,-414.920,1108.323,1096.903,1792.430,132.958,129.371,135.238,14.416,14.271,14.094,
2.6500,16.776,16.507,17.552,0.750,0.333,5.050,1590.810,1587.302,2098.695,20.804,16.997,-505.781,4.563,17.350,-506.490,15.910,64.476,-402.610,1125.932,1104.396,1782.188,124.961,129.119,128.353,14.184,14.017,13.856,
2.6600,16.956,16.569,17.573,1.875,0.403,5.450,1588.734,1586.710,2097.845,62.925,20.292,-541.781,14.298,20.482,-544.931,39.926,78.536,-435.810,1135.599,1078.134,1785.553,136.866,129.763,132.550,14.597,14.273,14.201,
2.6700,17.067,16.476,17.518,2.250,0.333,5.250,1586.027,1587.196,2096.003,75.750,17.161,-519.062,16.557,17.365,-524.462,48.512,64.138,-422.480,1154.022,1095.047,1780.599,127.254,130.752,134.892,14.696,14.280,14.133,
2.6800,17.171,16.368,17.528,5.375,0.264,6.050,1588.049,1587.401,2100.392,184.182,13.691,-608.531,41.182,13.964,-603.722,116.478,50.902,-482.120,1168.263,1037.101,1781.157,142.436,135.284,138.407,16.036,14.961,14.778,
2.6900,17.252,13.725,17.225,100.750,0.042,28.500,1588.432,1588.152,2096.450,3197.457,2.062,-2862.906,710.717,1.960,-2846.483,2175.721,8.572,-2279.190,1672.317,-601.592,1788.159,242.349,215.814,201.738,50.142,49.303,38.809,
2.7000,16.780,3.306,16.678,7.625,0.000,8.050,1587.227,1587.357,2100.834,180.479,0.000,-804.312,40.551,0.000,-806.608,163.620,0.000,-641.210,1230.002,880.289,1844.792,169.221,147.971,152.864,18.372,18.176,16.408,
2.7100,17.338,10.200,17.443,2.250,0.000,4.200,1578.921,1587.232,2100.799,36.059,0.000,-424.344,8.233,0.000,-420.215,48.060,0.000,-336.540,1187.717,1174.625,1809.119,125.529,122.688,124.764,13.162,13.018,13.116,
2.7200,17.397,13.622,17.575,2.875,0.000,4.850,1587.354,1587.434,2097.151,51.217,0.000,-482.812,11.416,0.000,-485.990,62.370,0.000,-389.680,1155.050,1112.771,1769.875,125.132,128.635,130.095,13.879,13.748,13.619,
2.7300,17.427,15.294,17.584,2.875,0.014,4.400,1580.960,1587.265,2100.910,56.065,0.800,-436.375,12.298,0.683,-440.149,62.437,2.788,-353.620,1204.053,1160.569,1815.019,122.579,122.725,123.762,13.454,13.234,13.326,
2.7400,17.370,15.903,17.589,5.250,0.056,5.750,1589.703,1587.215,2103.716,105.120,2.507,-570.281,23.108,2.680,-573.365,115.034,10.861,-459.940,1127.531,1039.820,1770.737,137.256,133.523,135.063,15.296,14.869,14.620,
2.7500,17.177,16.044,17.490,2.375,0.167,4.900,1587.078,1586.033,2097.151,45.178,8.743,-486.375,10.131,8.504,-489.476,51.131,31.988,-393.560,1155.602,1114.899,1786.373,131.335,126.442,130.968,13.714,13.601,13.649,
2.7600,17.156,16.313,17.526,3.000,0.222,5.250,1585.020,1588.798,2097.331,73.538,11.482,-524.031,15.961,11.240,-523.726,65.394,43.470,-416.180,1141.986,1091.378,1785.560,131.369,128.940,131.956,14.547,14.231,14.097,
2.7700,17.063,16.408,17.575,2.125,0.306,5.200,1586.730,1586.746,2101.689,47.504,15.802,-524.906,10.670,15.530,-521.024,45.252,58.948,-416.450,1126.780,1092.817,1793.516,130.858,130.143,131.164,14.708,14.457,14.292,
2.7800,16.942,16.431,17.524,1.125,0.264,4.900,1584.561,1586.314,2097.847,24.529,14.103,-487.875,5.652,13.739,-490.889,24.860,51.631,-392.120,1136.879,1113.957,1780.173,124.208,126.466,132.614,14.312,14.171,13.923,
2.7900,16.798,16.464,17.533,0.750,0.403,5.150,1582.777,1587.476,2099.926,17.603,18.817,-513.219,3.840,19.295,-515.719,16.193,77.983,-411.700,1105.065,1095.838,1784.082,128.556,127.587,135.749,14.333,14.254,14.058,
2.8000,16.919,16.627,17.583,0.875,0.444,4.900,1586.041,1587.774,2101.131,21.352,22.382,-490.406,5.027,22.708,-490.278,18.718,86.474,-390.380,1137.393,1122.414,1806.351,132.682,125.698,130.861,13.828,13.687,13.696,
2.8100,16.835,16.608,17.579,0.375,0.458,5.000,1588.253,1585.852,2100.028,7.893,24.043,-498.031,1.806,24.354,-500.010,8.248,89.235,-402.120,1122.640,1112.881,1799.070,127.362,125.745,129.937,13.931,13.870,13.882,
2.8200,16.777,16.531,17.574,1.000,0.403,5.200,1594.723,1585.668,2103.250,29.524,23.005,-522.438,6.385,23.360,-519.979,21.074,78.219,-417.010,1122.281,1095.389,1784.406,129.087,129.254,128.961,14.135,13.983,13.896,
2.8300,16.806,16.526,17.518,0.625,0.361,5.350,1582.184,1585.040,2101.517,18.879,17.965,-533.344,4.166,17.877,-534.222,13.439,69.984,-427.670,1091.430,1074.683,1764.162,121.774,128.976,133.661,14.389,14.297,14.071,
2.8400,16.864,16.595,17.585,0.500,0.333,4.700,1587.337,1585.298,2099.832,15.325,15.909,-467.156,3.394,15.896,-470.097,10.732,66.150,-374.730,1151.600,1134.751,1802.424,123.358,124.704,126.206,13.406,13.360,13.431,
2.8500,16.858,16.699,17.545,0.375,0.458,5.150,1586.377,1587.458,2099.234,11.824,23.379,-518.312,2.526,23.645,-513.153,8.134,88.850,-414.130,1101.470,1099.442,1778.855,126.203,128.765,129.851,14.279,14.215,14.056,
2.8600,16.691,16.494,17.554,0.500,0.528,5.450,1585.572,1587.088,2103.762,14.871,27.141,-537.125,3.447,27.464,-545.625,11.387,102.411,-433.350,1092.301,1073.397,1787.625,128.928,130.646,133.060,14.502,14.518,14.293,
2.8700,16.721,16.510,17.544,1.000,0.333,4.900,1588.961,1586.709,2103.399,33.772,17.392,-485.781,7.331,17.456,-491.285,21.559,63.902,-392.240,1151.250,1119.407,1794.508,131.620,127.552,129.341,14.101,13.910,13.810,
2.8800,16.883,16.486,17.581,2.125,0.417,5.500,1586.006,1586.523,2102.148,73.945,20.840,-558.844,16.173,20.942,-550.556,45.954,81.236,-440.820,1117.667,1072.371,1786.899,132.105,130.122,133.197,14.886,14.345,14.276,
2.8900,16.963,16.536,17.524,0.750,0.319,4.800,1585.991,1585.979,2097.327,24.498,17.382,-481.469,5.448,17.914,-478.222,15.532,61.972,-385.910,1151.342,1130.987,1787.733,128.379,124.825,130.643,13.800,13.539,13.535,
2.9000,16.954,16.576,17.587,1.250,0.472,5.450,1583.435,1586.794,2098.865,41.946,24.417,-542.094,9.342,24.837,-543.937,26.676,91.240,-436.260,1108.219,1078.641,1786.252,141.945,133.039,138.198,14.743,14.523,14.368,
2.9100,17.030,16.466,17.479,3.750,0.194,5.300,1593.948,1586.475,2095.009,131.249,11.048,-524.000,29.577,11.240,-532.181,82.039,37.193,-423.100,1192.513,1090.788,1779.119,129.625,129.725,132.360,14.896,14.190,14.048,
2.9200,17.380,15.430,17.390,66.375,0.097,15.850,1581.381,1587.644,2100.131,2231.050,5.184,-1585.062,494.603,5.011,-1584.868,1430.966,19.359,-1269.760,1453.874,329.132,1766.643,218.722,185.113,177.539,28.654,26.081,22.270,
2.9300,16.508,2.379,16.424,46.750,0.000,22.300,1584.131,1585.671,2094.985,1294.658,0.000,-2229.406,288.510,0.000,-2227.549,1012.568,0.000,-1783.740,1446.594,-176.047,1845.102,233.672,201.878,191.662,59.102,60.585,46.840,
2.9400,17.144,9.099,17.332,2.750,0.000,4.500,1579.213,1587.582,2100.204,41.988,0.000,-451.375,9.365,0.000,-450.806,60.095,0.000,-359.920,1172.459,1146.691,1805.064,124.462,124.305,123.025,13.557,13.466,13.467,
2.9500,17.301,12.964,17.556,3.375,0.000,4.750,1595.418,1587.396,2099.882,54.495,0.000,-471.812,12.151,0.000,-476.101,73.291,0.000,-380.190,1179.028,1123.657,1794.395,123.709,124.225,130.271,13.826,13.673,13.614,
2.9600,17.327,14.851,17.589,3.250,0.000,4.900,1583.774,1585.492,2100.923,55.763,0.000,-492.281,12.192,0.000,-490.455,70.598,0.000,-391.090,1146.409,1107.046,1779.310,127.420,127.127,129.221,14.010,13.841,13.667,
2.9700,17.278,15.772,17.546,4.250,0.014,4.900,1585.756,1586.135,2098.986,79.047,0.574,-486.781,17.398,0.573,-489.774,91.328,2.511,-393.200,1174.227,1113.354,1794.940,130.887,126.522,129.782,14.021,13.723,13.721,
2.9800,17.318,16.252,17.621,3.125,0.125,4.950,1581.691,1587.008,2098.450,64.744,5.783,-494.656,14.368,6.028,-494.986,66.974,24.286,-394.660,1153.611,1110.154,1785.796,126.551,126.957,131.256,14.277,14.106,13.915,
2.9900,17.131,16.317,17.539,2.250,0.208,5.200,1592.585,1586.159,2102.265,41.285,10.481,-517.469,9.412,10.468,-521.587,49.606,40.615,-415.420,1133.512,1086.529,1786.981,128.834,129.000,128.346,14.181,14.034,13.933,
3.0000,17.057,16.470,17.615,1.250,0.361,4.850,1587.587,1585.033,2102.830,28.491,17.748,-486.031,6.590,17.940,-483.170,26.798,69.262,-387.880,1146.385,1126.250,1810.294,128.147,126.417,125.888,13.764,13.632,13.715,
3.0100,16.992,16.499,17.594,1.625,0.292,5.300,1587.384,1587.796,2103.276,36.622,15.603,-529.375,8.530,15.179,-532.924,35.235,55.890,-422.460,1113.711,1079.569,1775.323,131.385,129.294,131.488,14.324,14.153,14.002,
3.0200,16.982,16.540,17.569,1.625,0.333,5.100,1582.888,1586.703,2099.919,38.115,16.391,-508.594,8.462,16.679,-511.028,35.411,64.159,-407.460,1127.702,1100.109,1789.962,130.069,129.774,128.983,14.060,13.890,13.855,
3.0300,16.740,16.426,17.513,0.625,0.347,5.150,1589.405,1587.745,2104.198,17.052,17.056,-522.125,3.787,17.128,-515.962,13.000,66.892,-412.680,1099.087,1092.914,1772.902,130.297,127.155,134.234,13.960,13.846,13.761,
3.0400,16.796,16.533,17.544,0.750,0.389,5.000,1589.370,1587.636,2106.024,19.125,20.939,-498.469,4.283,21.265,-501.076,16.180,74.939,-396.600,1133.475,1111.647,1799.064,129.316,127.310,128.601,14.412,14.271,14.025,
3.0500,16.868,16.592,17.556,0.750,0.264,4.950,1588.242,1585.746,2103.273,19.046,13.530,-496.875,4.134,13.350,-495.476,16.294,51.327,-393.260,1123.939,1107.845,1776.865,130.280,125.672,131.512,14.024,13.831,13.630,
3.0600,16.847,16.566,17.547,1.875,0.389,5.250,1584.667,1585.775,2095.679,52.191,20.685,-520.875,11.500,20.405,-525.628,40.243,76.309,-419.780,1136.436,1092.223,1792.539,133.273,130.418,132.255,14.615,14.343,14.244,
3.0700,16.880,16.532,17.593,1.250,0.403,5.200,1584.096,1586.419,2103.841,34.570,20.228,-527.312,7.611,20.661,-521.608,26.980,77.909,-418.170,1110.639,1093.633,1793.415,135.756,130.138,133.768,14.703,14.464,14.277,
3.0800,16.875,16.550,17.566,0.750,0.389,4.900,1586.327,1586.636,2096.961,23.374,20.714,-488.500,5.255,20.680,-489.726,15.903,76.687,-392.250,1141.964,1122.299,1796.464,128.795,126.007,132.806,13.680,13.556,13.612,
3.0900,16.891,16.486,17.586,1.750,0.431,5.350,1587.399,1585.770,2102.014,55.358,22.931,-537.875,12.630,22.405,-537.319,36.970,83.903,-428.130,1128.798,1083.235,1792.366,133.430,131.242,133.931,14.726,14.348,14.220,
3.1000,16.887,16.552,17.542,0.500,0.347,5.150,1585.783,1586.665,2097.604,16.051,17.218,-517.656,3.528,17.265,-515.955,10.719,68.094,-413.190,1102.262,1092.247,1765.914,126.586,127.930,131.874,14.091,14.021,13.897,
3.1100,16.915,16.598,17.562,1.250,0.389,5.000,1585.968,1585.876,2101.504,37.266,20.032,-495.625,8.299,20.251,-498.764,27.229,74.749,-400.330,1143.155,1115.036,1801.904,127.455,127.228,133.387,14.217,14.021,13.924,
3.1200,16.851,16.496,17.514,1.500,0.319,5.100,1583.214,1586.601,2100.584,52.324,15.320,-506.344,11.429,15.620,-510.753,32.764,62.681,-406.930,1143.331,1101.686,1784.759,129.108,128.696,132.970,14.223,13.903,13.790,
3.1300,16.953,16.510,17.513,1.375,0.375,5.450,1583.280,1587.217,2100.533,48.072,18.112,-544.562,10.606,18.486,-546.368,29.842,73.123,-436.040,1108.049,1071.624,1773.566,129.680,131.621,136.384,14.661,14.371,14.190,
3.1400,17.038,16.330,17.517,4.750,0.236,5.750,1584.546,1586.402,2103.338,161.549,13.046,-578.094,35.401,13.069,-577.031,102.958,45.792,-460.580,1172.745,1056.056,1785.426,146.123,133.659,135.814,15.470,14.467,14.403,
3.1500,17.294,16.135,17.513,8.750,0.111,6.400,1586.690,1586.779,2100.655,291.126,5.659,-636.656,65.478,5.857,-640.913,188.210,21.229,-511.820,1226.479,1012.596,1785.935,152.812,137.276,140.924,16.675,15.038,14.895,
3.1600,16.771,6.233,16.601,99.625,0.000,30.700,1588.762,1584.867,2102.361,3092.144,0.000,-3060.188,687.418,0.000,-3070.031,2152.514,0.000,-2456.770,1650.917,-790.842,1816.492,233.268,221.662,202.695,49.299,49.067,38.038,
3.1700,17.102,7.238,17.146,3.375,0.000,4.250,1582.875,1586.071,2099.682,64.308,0.000,-422.719,14.104,0.000,-424.736,73.426,0.000,-340.700,1223.728,1175.293,1832.004,122.570,123.048,124.826,13.446,13.126,13.313,
3.1800,17.292,11.965,17.544,4.375,0.000,5.150,1587.464,1586.206,2100.487,65.098,0.000,-515.188,14.299,0.000,-514.552,95.053,0.000,-414.550,1138.743,1086.200,1782.469,127.929,128.992,134.292,14.188,13.965,13.969,
3.1900,17.275,14.317,17.581,3.125,0.000,4.700,1589.527,1586.901,2099.994,52.153,0.000,-468.531,11.513,0.000,-470.035,67.547,0.000,-374.370,1170.381,1127.660,1789.743,126.833,126.394,128.405,13.871,13.687,13.585,
3.2000,17.393,15.610,17.583,3.000,0.000,4.650,1590.461,1584.947,2098.216,53.675,0.000,-465.969,12.215,0.000,-466.566,65.556,0.000,-373.060,1173.594,1129.716,1785.893,125.419,125.662,128.367,13.722,13.485,13.478,
3.2100,17.028,15.946,17.511,1.250,0.014,4.350,1506.070,1508.410,2098.882,26.088,0.507,-435.438,5.508,0.664,-434.406,27.054,2.727,-348.150,1104.146,1081.369,1787.358,125.596,122.560,126.355,13.428,13.271,13.194,
3.2200,16.855,16.197,17.622,0.375,0.097,4.250,1513.063,1508.608,2097.714,8.314,5.410,-427.625,1.805,5.335,-426.594,8.221,18.913,-339.520,1100.557,1089.795,1788.069,122.675,120.725,123.347,13.127,13.066,13.019,
3.2300,16.716,16.338,17.689,0.625,0.194,4.250,1506.259,1507.747,2100.897,13.882,10.209,-427.844,3.100,9.907,-424.726,13.696,37.888,-341.990,1101.090,1095.527,1807.831,124.488,123.864,123.588,13.503,13.435,13.376,
3.2400,16.548,16.351,17.687,0.000,0.167,4.450,1507.281,1507.930,2103.119,0.000,8.774,-446.312,0.000,8.952,-443.375,0.000,31.543,-356.590,1070.783,1073.727,1779.638,129.936,124.513,126.361,13.470,13.356,13.239,
3.2500,16.484,16.399,17.684,0.250,0.111,4.100,1506.135,1507.591,2102.124,6.884,5.106,-410.188,1.454,5.336,-408.010,5.548,21.384,-328.570,1107.973,1106.573,1801.256,120.693,119.864,124.117,13.064,13.014,12.994,
3.2600,16.399,16.333,17.619,0.375,0.153,4.350,1508.912,1507.630,2099.066,9.490,7.648,-438.062,2.095,7.508,-434.535,8.167,29.558,-346.890,1087.789,1082.263,1787.850,126.318,122.589,124.338,13.472,13.382,13.245,
3.2700,16.426,16.342,17.634,0.500,0.139,4.200,1507.611,1506.565,2097.290,14.053,6.548,-417.531,2.975,6.903,-420.764,10.800,26.419,-336.010,1108.089,1095.037,1796.197,120.959,121.875,127.044,13.125,13.132,13.107,
3.2800,16.480,16.312,17.623,0.125,0.125,4.250,1511.932,1506.115,2098.407,3.364,7.684,-418.188,0.766,7.405,-425.545,2.686,24.151,-337.900,1107.399,1089.418,1789.883,121.112,122.546,129.117,13.054,13.090,12.995,
3.2900,16.525,16.384,17.664,0.125,0.167,4.300,1509.803,1508.299,2100.028,3.305,8.667,-430.312,0.715,8.628,-430.556,2.592,32.393,-344.400,1090.295,1085.783,1786.421,125.398,123.587,126.601,13.141,13.164,13.098,
3.3000,16.465,16.333,17.608,0.250,0.097,4.500,1505.196,1507.770,2098.864,7.443,4.975,-444.062,1.634,4.826,-449.205,5.191,18.799,-359.480,1075.242,1066.807,1769.705,126.581,123.013,128.067,13.420,13.473,13.297,
3.3100,16.550,16.420,17.644,0.000,0.181,4.050,1510.480,1506.184,2099.180,0.000,10.419,-401.156,0.000,10.557,-404.656,0.000,34.499,-323.340,1118.234,1110.467,1805.830,115.295,120.914,120.026,12.692,12.733,12.804,
3.3200,16.460,16.351,17.653,0.000,0.153,4.500,1510.445,1508.884,2102.154,0.000,7.678,-453.469,0.000,7.546,-449.837,0.000,30.125,-358.120,1066.163,1068.211,1778.668,121.922,123.628,124.447,13.315,13.368,13.242,
3.3300,16.382,16.343,17.607,0.000,0.111,4.250,1506.050,1507.905,2102.110,0.000,5.067,-424.656,0.000,5.293,-424.927,0.000,21.526,-338.040,1086.460,1088.271,1785.596,125.174,122.297,125.384,13.177,13.169,13.046,
3.3400,16.473,16.419,17.665,0.250,0.222,4.250,1511.915,1507.443,2098.935,7.841,11.290,-424.750,1.687,11.643,-425.535,5.623,44.050,-340.520,1105.245,1094.225,1803.862,124.863,124.480,123.459,13.329,13.268,13.189,
3.3500,16.371,16.340,17.635,0.125,0.139,4.300,1506.381,1507.481,2098.521,4.917,7.181,-431.875,0.949,7.306,-431.427,2.808,25.643,-346.160,1087.656,1085.322,1785.037,120.433,123.213,126.338,13.334,13.378,13.230,
3.3600,16.396,16.346,17.611,0.000,0.097,4.100,1505.481,1509.206,2101.501,0.000,4.544,-409.844,0.000,4.577,-411.146,0.000,19.021,-330.060,1099.852,1102.269,1789.180,124.665,120.904,127.556,12.846,12.911,12.871,
3.3700,16.582,16.508,17.672,0.125,0.083,3.950,1508.513,1506.072,2099.674,4.604,4.779,-389.969,0.976,4.682,-396.385,2.909,16.612,-316.780,1126.877,1114.344,1798.594,118.128,118.345,122.187,12.815,12.813,12.776,
3.3800,16.631,16.544,17.674,0.125,0.139,4.150,1510.101,1507.588,2097.528,4.509,7.140,-415.188,0.906,7.145,-414.521,2.700,26.865,-331.630,1106.821,1101.358,1796.617,123.859,120.044,125.452,13.105,13.098,13.051,
3.3900,16.532,16.433,17.621,0.000,0.139,4.350,1506.878,1507.526,2103.571,0.000,6.416,-434.125,0.000,6.613,-434.417,0.000,26.811,-348.520,1079.378,1079.838,1781.160,124.819,121.565,129.494,13.401,13.426,13.242,
3.4000,16.390,16.334,17.569,0.125,0.097,4.400,1512.011,1506.811,2098.547,4.697,5.159,-442.406,1.019,5.297,-439.806,2.565,18.731,-351.640,1080.374,1074.337,1772.854,121.662,121.917,124.238,13.344,13.317,13.196,
3.4100,16.395,16.361,17.589,0.000,0.208,4.250,1506.987,1506.473,2100.533,0.000,10.506,-430.406,0.000,10.547,-425.653,0.000,40.338,-342.480,1086.883,1091.177,1797.662,119.716,122.063,123.843,13.197,13.125,13.137,
3.4200,16.373,16.370,17.672,0.125,0.167,4.200,1507.778,1506.665,2097.176,4.899,7.841,-421.312,1.092,7.982,-419.434,2.673,32.191,-333.590,1097.764,1095.408,1794.177,122.196,121.167,125.541,13.238,13.112,13.067,
3.4300,16.451,16.412,17.668,0.250,0.167,4.300,1509.180,1507.511,2097.528,8.701,8.213,-426.094,1.956,8.286,-429.882,5.346,32.623,-346.210,1101.285,1088.868,1794.012,121.767,124.770,124.824,13.497,13.416,13.315,
3.4400,16.526,16.399,17.691,0.500,0.111,4.400,1501.686,1507.468,2102.409,18.242,5.582,-434.844,4.205,5.581,-439.233,10.523,21.438,-354.880,1091.027,1078.112,1779.767,126.190,121.817,126.942,13.437,13.341,13.231,
3.4500,16.468,16.347,17.576,0.000,0.083,4.150,1509.554,1507.324,2100.303,0.000,3.804,-414.750,0.000,3.822,-414.049,0.000,16.429,-331.410,1098.107,1096.557,1782.771,116.729,121.194,124.244,13.041,13.030,12.928,
3.4600,16.474,16.387,17.620,0.125,0.153,4.300,1512.754,1508.186,2104.614,4.335,7.586,-430.281,1.041,7.809,-429.066,2.747,30.361,-344.220,1093.563,1087.097,1790.938,117.195,122.745,126.965,13.371,13.373,13.221,
3.4700,16.434,16.323,17.591,0.250,0.125,4.350,1507.057,1507.191,2103.607,9.947,6.244,-434.688,2.220,6.112,-435.257,5.575,24.563,-347.860,1089.782,1081.545,1790.435,123.742,122.896,128.466,13.553,13.538,13.341,
