time,neuron_id,neuron_pop_id
1.094,60,0
1.0949,380,0
1.0984,90,0
1.0992,590,0
1.0996,190,0
1.0996,360,0
1.0996,530,0
1.1012,750,0
1.1013,370,0
1.1013,390,0
1.1016,740,0
1.1019,40,0
1.102,620,0
1.103,560,0
1.1035,20,0
1.1036,770,0
1.107,10,0
1.1077,470,0
1.1091,520,0
1.11,480,0
1.1111,260,0
1.1112,90,0
1.1113,670,0
1.1114,510,0
1.1122,60,0
1.1139,340,0
1.1141,290,0
1.1142,250,0
1.1152,160,0
1.1153,140,0
1.1154,330,0
1.1155,410,0
1.1155,450,0
1.1157,40,0
1.1161,630,0
1.1162,710,0
1.1165,580,0
1.1168,30,0
1.1178,230,0
1.1185,440,0
1.1187,520,0
1.1197,350,0
1.12,170,0
1.1214,740,0
1.1215,430,0
1.1215,610,0
1.1233,780,0
1.1235,670,0
1.1237,560,0
1.1238,550,0
1.1239,280,0
1.1242,380,0
1.1244,190,0
1.125,300,0
1.1251,730,0
1.1253,260,0
1.1255,320,0
1.1278,470,0
1.1282,350,0
1.1282,620,0
1.1302,530,0
1.1311,100,0
1.1312,70,0
1.1328,430,0
1.1338,700,0
1.136,690,0
1.1361,410,0
1.1361,640,0
1.1363,510,0
1.1367,460,0
1.137,540,0
1.1375,520,0
1.1377,600,0
1.1386,240,0
1.1387,360,0
1.1401,230,0
1.1413,400,0
1.1419,30,0
1.1425,590,0
1.1426,530,0
1.1428,750,0
1.1434,500,0
1.1435,150,0
1.1469,140,0
1.1472,270,0
1.1474,160,0
1.148,90,0
1.1481,210,0
1.1492,370,0
1.1497,790,0
1.1498,200,0
1.1505,710,0
1.1508,110,0
1.1524,640,0
1.1525,400,0
1.1528,570,0
1.1536,740,0
1.1543,440,0
1.156,690,0
1.1575,450,0
1.1578,60,0
1.1578,770,0
1.1588,280,0
1.1594,130,0
1.1602,220,0
1.1606,180,0
1.1609,620,0
1.1613,670,0
1.1615,230,0
1.163,680,0
1.1634,660,0
1.1635,590,0
1.1646,650,0
1.1648,290,0
1.1654,140,0
1.1656,530,0
1.1657,340,0
1.167,310,0
1.167,510,0
1.1679,130,0
1.1694,330,0
1.1703,80,0
1.1717,100,0
1.1722,570,0
1.1737,730,0
1.1744,350,0
1.1751,400,0
1.1773,180,0
1.1776,780,0
1.1783,270,0
1.1786,70,0
1.1793,720,0
1.1796,740,0
1.1808,380,0
1.1809,160,0
1.1822,170,0
1.1838,0,0
1.184,750,0
1.1842,300,0
1.1843,700,0
1.1853,510,0
1.1862,60,0
1.1865,530,0
1.1866,240,0
1.1869,50,0
1.1885,440,0
1.1886,580,0
1.189,210,0
1.19,30,0
1.1908,40,0
1.1924,190,0
1.1926,620,0
1.1931,220,0
1.1935,540,0
1.1935,630,0
1.1939,520,0
1.194,340,0
1.1943,310,0
1.1944,390,0
1.1956,590,0
1.1993,240,0
1.1996,740,0
1.2002,650,0
1.2006,10,0
1.201,700,0
1.2019,0,0
1.2032,370,0
1.2043,350,0
1.205,340,0
1.2056,260,0
1.2056,780,0
1.2088,420,0
1.2103,580,0
1.2114,280,0
1.212,50,0
1.2148,330,0
1.2153,120,0
1.22,460,0
1.2202,780,0
1.221,310,0
1.2219,340,0
1.222,50,0
1.222,70,0
1.2224,510,0
1.2227,390,0
1.2228,560,0
1.2229,610,0
1.223,90,0
1.2232,620,0
1.2242,450,0
1.2249,130,0
1.2252,470,0
1.2255,420,0
1.2258,430,0
1.2261,720,0
1.2264,380,0
1.2275,440,0
1.2283,640,0
1.2292,400,0
1.2303,0,0
1.2307,760,0
1.2308,530,0
1.231,80,0
1.231,700,0
1.2323,370,0
1.2331,630,0
1.2334,150,0
1.2334,750,0
1.2344,740,0
1.2356,180,0
1.2357,230,0
1.2371,540,0
1.2373,100,0
1.2406,200,0
1.2406,500,0
1.2408,260,0
1.2413,310,0
1.2418,210,0
1.242,270,0
1.2434,300,0
1.2442,370,0
1.2446,30,0
1.2446,690,0
1.2464,400,0
1.2466,650,0
1.2469,250,0
1.2481,70,0
1.2483,770,0
1.2486,150,0
1.2486,570,0
1.2492,460,0
1.25,680,0
1.2501,10,0
1.2502,390,0
1.2505,320,0
1.2508,190,0
1.252,480,0
1.2521,470,0
1.2523,540,0
1.2526,720,0
1.2539,290,0
1.2542,750,0
1.2558,230,0
1.2571,360,0
1.2579,120,0
1.258,90,0
1.2584,240,0
1.2602,490,0
1.2608,580,0
1.2617,0,0
1.2617,130,0
1.2618,160,0
1.2623,670,0
1.2626,430,0
1.2626,780,0
1.2632,730,0
1.2637,50,0
1.2638,650,0
1.2641,590,0
1.2642,510,0
1.2648,280,0
1.2658,610,0
1.2665,450,0
1.267,40,0
1.2674,630,0
1.2692,150,0
1.2697,680,0
1.2705,260,0
1.2706,620,0
1.2715,170,0
1.2719,480,0
1.2721,410,0
1.2731,240,0
1.2741,520,0
1.2741,770,0
1.2749,80,0
1.2757,750,0
1.2773,400,0
1.2779,270,0
1.2782,790,0
1.2789,690,0
1.2794,430,0
1.2797,100,0
1.2813,720,0
1.2822,380,0
1.2822,740,0
1.2824,50,0
1.2824,230,0
1.2824,700,0
1.2825,120,0
1.2835,650,0
1.2838,530,0
1.2839,420,0
1.2842,550,0
1.2856,190,0
1.2869,440,0
1.2872,350,0
1.288,0,0
1.2895,340,0
1.2895,470,0
1.2896,450,0
1.2899,360,0
1.2901,760,0
1.2903,80,0
1.2928,750,0
1.2931,410,0
1.2943,40,0
1.2943,320,0
1.2973,600,0
1.2975,180,0
1.2981,740,0
1.2983,300,0
1.2986,260,0
1.2993,560,0
1.3007,550,0
1.3025,630,0
1.3034,540,0
1.3034,720,0
1.3041,350,0
1.3042,130,0
1.3051,370,0
1.3052,200,0
1.3057,330,0
1.3062,100,0
1.3064,460,0
1.3067,340,0
1.307,770,0
1.3072,210,0
1.3082,0,0
1.3083,360,0
1.3085,300,0
1.309,190,0
1.309,780,0
1.3097,10,0
1.3127,280,0
1.3131,430,0
1.3141,170,0
1.3141,230,0
1.3167,380,0
1.3169,70,0
1.318,30,0
1.318,560,0
1.319,590,0
1.3192,640,0
1.3195,520,0
1.3196,50,0
1.3197,220,0
1.3197,410,0
1.3206,140,0
1.321,540,0
1.3211,740,0
1.3216,350,0
1.323,450,0
1.3243,760,0
1.3244,20,0
1.3248,510,0
1.3249,360,0
1.3255,390,0
1.3259,470,0
1.3275,610,0
1.3284,590,0
1.3284,730,0
1.3291,690,0
1.3292,90,0
1.3306,790,0
1.3312,670,0
1.3323,340,0
1.3323,580,0
1.3327,770,0
1.3355,530,0
1.3355,600,0
1.3357,160,0
1.3358,440,0
1.3366,210,0
1.3366,330,0
1.3372,40,0
1.3383,270,0
1.3392,460,0
1.3395,240,0
1.3401,110,0
1.3403,150,0
1.3404,490,0
1.3412,700,0
1.342,200,0
1.3422,380,0
1.3436,290,0
1.3439,480,0
1.3446,430,0
1.3447,660,0
1.3456,120,0
1.3461,10,0
1.3465,630,0
1.3468,220,0
1.347,590,0
1.3477,300,0
1.3477,670,0
1.348,320,0
1.3483,360,0
1.3492,550,0
1.3498,690,0
1.3535,740,0
1.3559,190,0
1.3655,260,0
1.3673,310,0
1.3695,50,0
1.3743,250,0
1.3765,80,0
1.3768,420,0
1.3903,710,0
1.392,270,0
1.3977,760,0
1.408,550,0
1.4339,390,0
1.4378,90,0
1.4401,530,0
1.4485,230,0
1.4739,480,0
1.5039,720,0
1.5075,170,0
1.5144,160,0
1.5202,570,0
1.522,120,0
1.523,770,0
1.5249,360,0
1.5272,530,0
1.5279,290,0
1.5283,730,0
1.5284,280,0
1.5286,490,0
1.5288,510,0
1.5291,90,0
1.5292,100,0
1.5294,310,0
1.53,570,0
1.5302,30,0
1.5303,420,0
1.5305,440,0
1.5308,240,0
1.5308,630,0
1.5309,370,0
1.5309,640,0
1.5311,330,0
1.5312,110,0
1.5312,680,0
1.5313,170,0
1.5313,250,0
1.5313,480,0
1.5314,0,0
1.5314,520,0
1.5316,130,0
1.5316,450,0
1.5316,700,0
1.5317,780,0
1.5318,300,0
1.5319,60,0
1.5319,260,0
1.5319,360,0
1.5319,760,0
1.5321,350,0
1.5321,560,0
1.5322,20,0
1.5322,200,0
1.5323,10,0
1.5324,280,0
1.5325,90,0
1.5325,120,0
1.5326,390,0
1.5326,470,0
1.5328,40,0
1.5328,740,0
1.5328,770,0
1.5329,50,0
1.5329,310,0
1.5329,720,0
1.5331,80,0
1.5331,180,0
1.5331,500,0
1.5333,70,0
1.5333,270,0
1.5333,660,0
1.5335,140,0
1.5335,210,0
1.5335,440,0
1.5335,650,0
1.5336,30,0
1.5337,220,0
1.5337,380,0
1.5337,460,0
1.5339,590,0
1.5339,790,0
1.5341,620,0
1.5342,400,0
1.5343,150,0
1.5344,290,0
1.5344,510,0
1.5344,750,0
1.5346,600,0
1.5348,670,0
1.535,160,0
1.535,340,0
1.5351,760,0
1.5352,430,0
1.5357,10,0
1.5359,110,0
1.5365,320,0
1.5366,410,0
1.5386,730,0
1.5462,770,0
1.5513,190,0
1.5528,640,0
1.5542,230,0
1.5624,540,0
1.5631,150,0
1.5637,620,0
1.5669,600,0
1.5676,700,0
1.5699,380,0
1.5712,420,0
1.5767,440,0
1.5785,470,0
1.5843,250,0
1.5879,240,0
1.5982,290,0
1.6025,370,0
1.6034,430,0
1.605,380,0
1.6393,130,0
1.6579,640,0
1.6696,480,0
1.6946,130,0
1.7004,270,0
1.7105,630,0
1.7255,480,0
1.7311,230,0
1.7316,340,0
1.7386,10,0
1.7442,710,0
1.745,770,0
1.746,680,0
1.7464,490,0
1.7487,740,0
1.7508,200,0
1.7511,350,0
1.7512,90,0
1.7517,20,0
1.7528,230,0
1.7528,320,0
1.7532,50,0
1.7539,340,0
1.7544,260,0
1.7545,160,0
1.7546,240,0
1.7546,620,0
1.7547,120,0
1.7548,70,0
1.7548,270,0
1.755,430,0
1.755,610,0
1.7553,400,0
1.7553,640,0
1.7554,110,0
1.7555,420,0
1.7556,380,0
1.7556,450,0
1.7556,590,0
1.7557,0,0
1.7557,60,0
1.7557,350,0
1.7557,500,0
1.7561,680,0
1.7561,700,0
1.7563,100,0
1.7563,170,0
1.7563,360,0
1.7563,440,0
1.7565,180,0
1.7565,330,0
1.7566,470,0
1.7566,550,0
1.7566,750,0
1.7567,200,0
1.7567,410,0
1.7567,480,0
1.7567,580,0
1.7567,770,0
1.7569,80,0
1.7569,210,0
1.7569,300,0
1.7569,310,0
1.757,250,0
1.757,490,0
1.757,510,0
1.757,570,0
1.7571,10,0
1.7571,40,0
1.7571,620,0
1.7572,280,0
1.7572,600,0
1.7572,690,0
1.7572,710,0
1.7573,290,0
1.7573,370,0
1.7573,530,0
1.7573,670,0
1.7573,720,0
1.7573,740,0
1.7573,760,0
1.7574,50,0
1.7574,460,0
1.7574,790,0
1.7575,140,0
1.7576,660,0
1.7576,780,0
1.7577,30,0
1.7577,630,0
1.7578,220,0
1.7578,390,0
1.7578,560,0
1.7578,650,0
1.758,190,0
1.758,320,0
1.758,400,0
1.7582,60,0
1.7582,150,0
1.7582,610,0
1.7582,730,0
1.7584,130,0
1.7584,240,0
1.7584,590,0
1.7585,20,0
1.7587,120,0
1.7695,260,0
1.7729,110,0
1.7752,380,0
1.7765,80,0
1.7804,650,0
1.7812,230,0
1.7849,180,0
1.7851,190,0
1.7869,530,0
1.7879,240,0
1.7904,550,0
1.7952,660,0
1.8054,450,0
1.8062,290,0
1.8112,730,0
1.816,710,0
1.8166,360,0
1.8169,690,0
1.8199,50,0
1.82,150,0
1.821,70,0
1.8716,630,0
1.8723,390,0
1.8849,580,0
1.9036,310,0
1.9079,750,0
1.9087,620,0
1.9237,160,0
1.9316,150,0
1.9366,270,0
1.9572,610,0
1.9577,530,0
1.9609,710,0
1.9637,460,0
1.9692,300,0
1.9714,420,0
1.987,450,0
1.9884,520,0
1.99,660,0
1.9906,710,0
1.9987,500,0
2.002,780,0
2.0026,580,0
2.0039,90,0
2.0048,510,0
2.006,440,0
2.0064,460,0
2.0093,650,0
2.0105,300,0
2.0106,640,0
2.011,490,0
2.0114,70,0
2.0114,290,0
2.0115,60,0
2.0116,610,0
2.0116,740,0
2.0117,510,0
2.0118,0,0
2.0118,670,0
2.0119,250,0
2.0124,110,0
2.0124,190,0
2.0124,520,0
2.0124,690,0
2.0125,240,0
2.0125,570,0
2.0125,790,0
2.0126,350,0
2.0126,530,0
2.0126,680,0
2.0127,590,0
2.0129,40,0
2.0129,200,0
2.0129,370,0
2.0129,620,0
2.0129,710,0
2.0129,750,0
2.013,120,0
2.013,220,0
2.013,380,0
2.013,540,0
2.013,560,0
2.0131,180,0
2.0131,440,0
2.0132,20,0
2.0132,30,0
2.0133,210,0
2.0133,280,0
2.0133,330,0
2.0133,340,0
2.0133,360,0
2.0133,770,0
2.0134,720,0
2.0134,730,0
2.0134,780,0
2.0135,170,0
2.0135,410,0
2.0135,420,0
2.0136,90,0
2.0136,260,0
2.0136,600,0
2.0137,320,0
2.0137,660,0
2.0137,760,0
2.0138,150,0
2.0139,400,0
2.0139,430,0
2.0139,480,0
2.0139,490,0
2.0139,550,0
2.0139,580,0
2.0139,700,0
2.0141,130,0
2.0141,160,0
2.0141,460,0
2.0141,470,0
2.0142,10,0
2.0142,60,0
2.0142,80,0
2.0142,230,0
2.0142,300,0
2.0142,310,0
2.0142,500,0
2.0142,630,0
2.0143,50,0
2.0143,650,0
2.0143,670,0
2.0143,740,0
2.0144,0,0
2.0144,290,0
2.0144,390,0
2.0144,450,0
2.0145,100,0
2.0146,140,0
2.0146,640,0
2.0149,70,0
2.0156,240,0
2.0178,510,0
2.0333,20,0
2.044,390,0
2.0447,780,0
2.0457,750,0
2.0547,10,0
2.0551,740,0
2.0624,690,0
2.0637,60,0
2.0695,730,0
2.0784,550,0
2.0947,600,0
2.1177,600,0
2.1243,90,0
2.1275,260,0
2.1577,170,0
2.1981,30,0
2.2158,540,0
2.2284,500,0
2.2349,150,0
2.2379,420,0
2.2397,430,0
2.2448,780,0
2.2463,720,0
2.2479,90,0
2.2488,460,0
2.251,340,0
2.2556,170,0
2.2571,640,0
2.2571,750,0
2.2574,560,0
2.2575,360,0
2.2579,540,0
2.2581,0,0
2.2581,600,0
2.2584,20,0
2.2587,490,0
2.2587,500,0
2.259,160,0
2.2591,230,0
2.2593,250,0
2.2593,590,0
2.2594,220,0
2.2594,630,0
2.2594,760,0
2.2595,430,0
2.2595,510,0
2.2595,740,0
2.2596,260,0
2.2596,300,0
2.2596,580,0
2.2597,50,0
2.2597,530,0
2.2598,370,0
2.2598,390,0
2.2598,780,0
2.2599,240,0
2.26,80,0
2.26,90,0
2.26,120,0
2.26,140,0
2.26,470,0
2.26,680,0
2.26,690,0
2.26,700,0
2.26,710,0
2.2601,150,0
2.2602,70,0
2.2602,100,0
2.2602,110,0
2.2602,180,0
2.2602,270,0
2.2602,340,0
2.2602,350,0
2.2602,380,0
2.2602,410,0
2.2602,460,0
2.2602,480,0
2.2602,720,0
2.2602,770,0
2.2604,30,0
2.2604,400,0
2.2605,10,0
2.2605,550,0
2.2605,730,0
2.2606,130,0
2.2606,200,0
2.2606,210,0
2.2606,440,0
2.2606,540,0
2.2606,570,0
2.2606,620,0
2.2606,650,0
2.2606,670,0
2.2607,280,0
2.2607,310,0
2.2607,560,0
2.2607,600,0
2.2607,660,0
2.2608,420,0
2.2609,190,0
2.2609,290,0
2.2609,320,0
2.2609,360,0
2.2609,610,0
2.2609,790,0
2.2611,160,0
2.2612,60,0
2.2612,170,0
2.2612,330,0
2.2612,640,0
2.2614,500,0
2.2614,520,0
2.2614,750,0
2.2617,430,0
2.2619,20,0
2.2619,40,0
2.2619,230,0
2.2788,250,0
2.2818,320,0
2.2824,140,0
2.2827,610,0
2.285,50,0
2.2896,420,0
2.2931,260,0
2.2969,270,0
2.3038,350,0
2.3048,380,0
2.3051,670,0
2.3115,140,0
2.32,480,0
2.3201,100,0
2.3357,110,0
2.3448,80,0
2.3469,770,0
2.355,290,0
2.3579,260,0
2.3693,640,0
2.4035,670,0
2.4133,690,0
2.4149,520,0
2.4192,330,0
2.4321,660,0
2.4334,790,0
2.4389,530,0
2.4397,340,0
2.4439,20,0
2.445,370,0
2.4517,740,0
2.4524,140,0
2.4552,90,0
2.4552,620,0
2.4557,70,0
2.4571,390,0
2.4571,790,0
2.4576,440,0
2.4577,170,0
2.4584,190,0
2.4585,510,0
2.4588,290,0
2.4592,580,0
2.4592,650,0
2.4593,660,0
2.4593,780,0
2.4594,30,0
2.4594,120,0
2.4594,600,0
2.4596,100,0
2.4596,300,0
2.4598,40,0
2.4599,490,0
2.4601,50,0
2.4601,550,0
2.4603,310,0
2.4607,230,0
2.4607,320,0
2.4609,710,0
2.4609,770,0
2.461,10,0
2.461,670,0
2.4611,280,0
2.4611,750,0
2.4612,160,0
2.4614,270,0
2.4616,500,0
2.4617,450,0
2.4618,250,0
2.4621,130,0
2.4621,570,0
2.4624,140,0
2.4624,340,0
2.4624,420,0
2.4624,640,0
2.4625,470,0
2.4627,180,0
2.4627,540,0
2.4627,700,0
2.463,400,0
2.4641,520,0
2.4643,260,0
2.4644,760,0
2.4649,210,0
2.465,380,0
2.4666,80,0
2.4666,150,0
2.4679,590,0
2.4696,580,0
2.4711,560,0
2.472,330,0
2.4725,730,0
2.4733,350,0
2.4738,690,0
2.4777,220,0
2.4798,160,0
2.4803,240,0
2.4809,440,0
2.4823,630,0
2.4824,750,0
2.4857,110,0
2.4885,650,0
2.4896,80,0
2.4896,130,0
2.4989,590,0
2.5061,550,0
2.5084,620,0
2.5098,20,0
2.5144,790,0
2.5157,380,0
2.5272,350,0
2.5276,490,0
2.5333,240,0
2.5424,80,0
2.5444,750,0
2.5482,160,0
2.5533,600,0
2.5674,350,0
2.585,510,0
2.5893,200,0
2.6125,730,0
2.6181,110,0
2.6325,640,0
2.6469,350,0
2.6515,610,0
2.6541,670,0
2.659,730,0
2.6622,290,0
2.6739,740,0
2.6756,310,0
2.6762,460,0
2.6777,390,0
2.6779,650,0
2.6838,190,0
2.6839,0,0
2.6849,80,0
2.6854,360,0
2.6861,790,0
2.6862,270,0
2.6862,590,0
2.6862,620,0
2.6864,70,0
2.6865,130,0
2.6866,540,0
2.6868,140,0
2.6868,340,0
2.6868,600,0
2.6869,230,0
2.6869,680,0
2.6871,10,0
2.6873,210,0
2.6875,630,0
2.6876,490,0
2.6877,180,0
2.6877,390,0
2.6877,510,0
2.6877,520,0
2.6878,610,0
2.6879,110,0
2.6879,660,0
2.688,30,0
2.688,170,0
2.688,290,0
2.688,560,0
2.6881,720,0
2.6882,50,0
2.6882,220,0
2.6882,430,0
2.6882,580,0
2.6883,300,0
2.6883,470,0
2.6883,550,0
2.6884,20,0
2.6884,100,0
2.6884,450,0
2.6884,750,0
2.6885,320,0
2.6885,650,0
2.6886,80,0
2.6886,200,0
2.6886,330,0
2.6886,700,0
2.6887,350,0
2.6888,60,0
2.6888,150,0
2.6888,370,0
2.6888,380,0
2.6888,500,0
2.6888,690,0
2.6888,710,0
2.6889,420,0
2.689,40,0
2.689,530,0
2.689,770,0
2.689,790,0
2.6891,160,0
2.6891,480,0
2.6892,120,0
2.6892,260,0
2.6892,310,0
2.6892,400,0
2.6892,460,0
2.6892,670,0
2.6892,780,0
2.6894,570,0
2.6894,590,0
2.6894,640,0
2.6894,730,0
2.6894,740,0
2.6894,760,0
2.6896,250,0
2.6897,620,0
2.6898,0,0
2.6898,280,0
2.69,240,0
2.6901,90,0
2.6902,70,0
2.6907,180,0
2.6916,360,0
2.6977,130,0
2.6978,640,0
2.7179,170,0
2.7183,440,0
2.725,730,0
2.7305,630,0
2.7364,430,0
2.7368,500,0
2.7372,90,0
2.7375,190,0
2.7392,570,0
2.7426,290,0
2.754,220,0
2.7553,300,0
2.76,460,0
2.7668,30,0
2.7768,750,0
2.8197,730,0
2.8314,770,0
2.8765,160,0
2.8795,790,0
2.8814,360,0
2.9059,120,0
2.9071,20,0
2.9095,0,0
2.9105,350,0
2.9122,740,0
2.9124,750,0
2.9127,550,0
2.9145,220,0
2.9158,670,0
2.916,70,0
2.9161,40,0
2.9163,460,0
2.9163,570,0
2.9164,770,0
2.9166,560,0
2.9166,650,0
2.9167,630,0
2.9178,100,0
2.9178,610,0
2.9179,120,0
2.918,240,0
2.918,580,0
2.9185,10,0
2.9185,90,0
2.9185,150,0
2.9185,200,0
2.9187,350,0
2.9189,520,0
2.919,450,0
2.9191,130,0
2.9191,430,0
2.9192,30,0
2.9192,170,0
2.9192,500,0
2.9193,230,0
2.9194,280,0
2.9194,300,0
2.9194,390,0
2.9194,690,0
2.9194,720,0
2.9195,510,0
2.9196,540,0
2.9196,750,0
2.9197,190,0
2.9197,470,0
2.9198,80,0
2.9198,250,0
2.9198,340,0
2.9198,360,0
2.9198,400,0
2.9198,780,0
2.9199,290,0
2.9199,440,0
2.9199,480,0
2.9199,490,0
2.9199,590,0
2.9199,620,0
2.9199,640,0
2.9199,680,0
2.9199,790,0
2.92,160,0
2.92,180,0
2.92,670,0
2.92,740,0
2.9201,270,0
2.9201,380,0
2.9202,110,0
2.9202,210,0
2.9202,370,0
2.9202,420,0
2.9202,530,0
2.9205,0,0
2.9205,560,0
2.9205,570,0
2.9205,700,0
2.9205,760,0
2.9206,600,0
2.9207,60,0
2.9207,140,0
2.9207,260,0
2.9207,580,0
2.9209,410,0
2.921,20,0
2.921,650,0
2.921,660,0
2.921,710,0
2.9211,50,0
2.9211,220,0
2.9211,310,0
2.9212,730,0
2.9213,200,0
2.9215,330,0
2.9216,70,0
2.9217,240,0
2.9225,520,0
2.9294,550,0
2.9311,120,0
2.9423,50,0
2.9426,190,0
2.943,240,0
2.944,710,0
2.9473,700,0
2.9529,110,0
2.9621,100,0
2.9635,680,0
2.9656,200,0
2.9876,70,0
2.9882,10,0
2.9943,310,0
2.995,580,0
3.0144,680,0
3.0401,210,0
3.0548,330,0
3.067,390,0
3.0968,310,0
3.1022,100,0
3.1093,670,0
3.1135,650,0
3.1368,180,0
3.1389,450,0
3.1406,630,0
3.1478,70,0
3.1491,140,0
3.1502,0,0
3.1507,370,0
3.1508,670,0
3.151,90,0
3.1513,570,0
3.1515,150,0
3.1517,50,0
3.1518,190,0
3.1519,210,0
3.152,400,0
3.1521,500,0
3.1521,520,0
3.1521,690,0
3.1521,730,0
3.1522,160,0
3.1522,330,0
3.1522,760,0
3.1523,510,0
3.1524,240,0
3.1524,440,0
3.1525,710,0
3.1526,100,0
3.1526,130,0
3.1527,30,0
3.1527,790,0
3.1528,60,0
3.1528,410,0
3.1529,80,0
3.153,300,0
3.153,740,0
3.1531,590,0
3.1532,420,0
3.1533,170,0
3.1533,250,0
3.1533,350,0
3.1533,550,0
3.1533,680,0
3.1534,480,0
3.1534,640,0
3.1535,110,0
3.1535,320,0
3.1535,380,0
3.1535,430,0
3.1535,750,0
3.1536,270,0
3.1536,490,0
3.1536,530,0
3.1537,0,0
3.1537,200,0
3.1537,280,0
3.1537,360,0
3.1537,540,0
3.1537,720,0
3.1537,780,0
3.1539,90,0
3.1539,220,0
3.1539,230,0
3.1539,390,0
3.1539,600,0
3.1539,660,0
3.1539,700,0
3.154,70,0
