time,neuron_id,neuron_pop_id
3.154,450,0
3.1541,10,0
3.1541,20,0
3.1541,140,0
3.1541,180,0
3.1541,340,0
3.1541,560,0
3.1541,770,0
3.1543,120,0
3.1543,290,0
3.1543,470,0
3.1544,580,0
3.1545,460,0
3.1546,260,0
3.1546,670,0
3.155,160,0
3.155,630,0
3.1551,40,0
3.1554,650,0
3.1584,330,0
3.1694,190,0
3.1731,420,0
3.1791,320,0
3.1863,240,0
3.1884,410,0
3.1984,190,0
3.1985,40,0
3.1993,760,0
3.2046,260,0
3.2089,730,0
3.5226,560,0
3.5447,80,0
3.629,370,0
3.8418,440,0
